Case No,Department
KM-08918,Revenue
KM-08919,Agriculture - KM
KM-08920,Revenue
KM-08922,Revenue
KM-08923,Agriculture - KM
KM-08925,Revenue
KM-08926,Revenue
KM-08927,Revenue
KM-08928,Marketing
KM-08929,Agriculture - KM
KM-08930,SERP-MKSP
KM-08931,Agriculture - KM
KM-08932,Revenue
KM-08933,Agriculture - KM
KM-08934,Agriculture - KM
KM-08935,Revenue
KM-08936,Agriculture - KM
KM-08937,SERP-MKSP
KM-08938,Revenue
KM-08939,Agriculture - KM
KM-08940,Agriculture - KM
KM-08941,Revenue
KM-08942,Rural Development
KM-08944,Agriculture - KM
KM-08945,Revenue
KM-08946,Revenue
KM-08947,SERP-MKSP
KM-08948,Agriculture - KM
KM-08948,Revenue
KM-08949,Agriculture - KM
KM-08951,Agriculture - KM
KM-08951,Insurance
KM-08952,Agriculture - KM
KM-08952,Insurance
KM-08953,Revenue
KM-08954,Revenue
KM-08955,Department not mapped
KM-08956,Revenue
KM-08957,SERP-MKSP
KM-08958,Agriculture - KM
KM-08958,Banking
KM-08959,Revenue
KM-08960,Agriculture - KM
KM-08960,SERP-MKSP
KM-08961,SERP-MKSP
KM-08962,Revenue
KM-08963,Agriculture - KM
KM-08964,Revenue
KM-08966,Revenue
KM-08967,Electricity
KM-08968,Revenue
KM-08969,Agriculture - KM
KM-08970,Electricity
KM-08971,Agriculture - KM
KM-08972,Revenue
KM-08973,Department not mapped
KM-08974,Agriculture - KM
KM-08974,SERP-MKSP
KM-08975,Revenue
KM-08976,Agriculture - KM
KM-08976,Revenue
KM-08978,Agriculture - KM
KM-08979,SERP-MKSP
KM-08980,Revenue
KM-08981,Revenue
KM-08982,Revenue
KM-08983,Animal Husbandary & Veternary
KM-08984,Animal Husbandary & Veternary
KM-08985,Revenue
KM-08986,Agriculture - KM
KM-08986,Revenue
KM-08988,Horticulture
KM-08988,SERP-MKSP
KM-08989,Agriculture - KM
KM-08990,Agriculture - KM
KM-08991,Agriculture - KM
KM-08992,SERP-MKSP
KM-08993,Agriculture - KM
KM-08994,Revenue
KM-08996,Banking
KM-08996,Agriculture - KM
KM-08997,Revenue
KM-08998,Marketing
KM-08999,ITDA Department
KM-08999,Forest
KM-09000,Agriculture - KM
KM-09001,SERP-MKSP
KM-09002,Other
KM-09003,Agriculture - KM
KM-09004,Agriculture - KM
KM-09005,Agriculture - KM
KM-09006,Horticulture
KM-09007,Agriculture - KM
KM-09008,Revenue
KM-09009,Electricity
KM-09010,Horticulture
KM-09010,SERP-MKSP
KM-09011,Agriculture - KM
KM-09012,Revenue
KM-09013,Electricity
KM-09015,Agriculture - KM
KM-09016,Revenue
KM-09017,Horticulture
KM-09018,Agriculture - KM
KM-09019,Revenue
KM-09020,Marketing
KM-09021,Agriculture - KM
KM-09022,Revenue
KM-09023,Agriculture - KM
KM-09024,Revenue
KM-09025,Rural Development
KM-09027,Revenue
KM-09028,Marketing
KM-09029,Electricity
KM-09030,Revenue
KM-09031,Electricity
KM-09032,Forest
KM-09032,Agriculture - KM
KM-09035,Agriculture - KM
KM-09036,Agriculture - KM
KM-09037,Forest
KM-09038,Forest
KM-09038,Agriculture - KM
KM-09039,Forest
KM-09040,Agriculture - KM
KM-09042,Marketing
KM-09043,Agriculture - KM
KM-09043,Horticulture
KM-09044,Marketing
KM-09045,Revenue
KM-09046,Animal Husbandary & Veternary
KM-09047,SERP-MKSP
KM-09048,Forest
KM-09049,Revenue
KM-09050,Agriculture - KM
KM-09051,Revenue
KM-09052,Revenue
KM-09053,Revenue
KM-09054,BC Corporation
KM-09055,Agriculture - KM
KM-09057,Revenue
KM-09058,Revenue
KM-09059,Agriculture - KM
KM-09060,Horticulture
KM-09061,SERP-MKSP
KM-09062,Agriculture - KM
KM-09063,Revenue
KM-09064,Revenue
KM-09065,Agriculture - KM
KM-09066,Revenue
KM-09067,Banking
KM-09068,Revenue
KM-09070,Revenue
KM-09071,ITDA Department
KM-09072,Agriculture - KM
KM-09072,Electricity
KM-09073,Revenue
KM-09074,Agriculture - KM
KM-09075,Agriculture - KM
KM-09076,Revenue
KM-09077,Horticulture
KM-09077,SERP-MKSP
KM-09078,Agriculture - KM
KM-09079,Agriculture - KM
KM-09080,Revenue
KM-09081,Agriculture - KM
KM-09082,Banking
KM-09085,Agriculture - KM
KM-09085,SERP-MKSP
KM-09086,Horticulture
KM-09091,Agriculture - KM
KM-09092,Revenue
KM-09093,Revenue
KM-09094,Agriculture - KM
KM-09095,Agriculture - KM
KM-09096,Revenue
KM-09097,Horticulture
KM-09098,Revenue
KM-09099,Electricity
KM-09100,Revenue
KM-09101,SERP-MKSP
KM-09102,Marketing
KM-09103,Revenue
KM-09104,Forest
KM-09105,Revenue
KM-09107,Revenue
KM-09108,Agriculture - KM
KM-09109,Agriculture - KM
KM-09109,SERP-MKSP
KM-09110,Revenue
KM-09112,Agriculture - KM
KM-09113,SERP-MKSP
KM-09113,Horticulture
KM-09115,Revenue
KM-09116,Revenue
KM-09117,Revenue
KM-09119,Horticulture
KM-09119,SERP-MKSP
KM-09120,Revenue
KM-09122,Agriculture - KM
KM-09124,Horticulture
KM-09124,SERP-MKSP
KM-09125,Agriculture - KM
KM-09126,Agriculture - KM
KM-09128,Agriculture - KM
KM-09129,Marketing
KM-09130,Agriculture - KM
KM-09131,Revenue
KM-09132,Electricity
KM-09133,Agriculture - KM
KM-09134,Agriculture - KM
KM-09135,Agriculture - KM
KM-09135,SERP-MKSP
KM-09136,Agriculture - KM
KM-09137,Electricity
KM-09138,Electricity
KM-09139,Agriculture - KM
KM-09140,Revenue
KM-09141,Rural Development
KM-09142,Revenue
KM-09143,Revenue
KM-09144,Revenue
KM-09145,Revenue
KM-09146,Agriculture - KM
KM-09148,Revenue
KM-09149,Agriculture - KM
KM-09150,Agriculture - KM
KM-09151,Electricity
KM-09152,Agriculture - KM
KM-09153,Agriculture - KM
KM-09155,Revenue
KM-09156,Agriculture - KM
KM-09157,Agriculture - KM
KM-09158,Agriculture - KM
KM-09159,Revenue
KM-09160,Marketing
KM-09161,Revenue
KM-09162,Revenue
KM-09163,Horticulture
KM-09164,Agriculture - KM
KM-09165,Revenue
KM-09166,Agriculture - KM
KM-09166,SERP-MKSP
KM-09167,Marketing
KM-09168,Kisan Mitra Help Line
KM-09169,Agriculture - KM
KM-09171,Agriculture - KM
KM-09172,Agriculture - KM
KM-09173,Animal Husbandary & Veternary
KM-09174,Revenue
KM-09175,Agriculture - KM
KM-09176,Agriculture - KM
KM-09177,Agriculture - KM
KM-09178,Agriculture - KM
KM-09180,Marketing
KM-09181,Revenue
KM-09182,Other
KM-09183,Agriculture - KM
KM-09184,Revenue
KM-09185,Revenue
KM-09186,RWS department
KM-09187,Agriculture - KM
KM-09187,SERP-MKSP
KM-09188,Revenue
KM-09189,Revenue
KM-09190,Markfed
KM-09191,ST Corporation
KM-09193,Revenue
KM-09194,Revenue
KM-09195,Agriculture - KM
KM-09196,Revenue
KM-09197,Agriculture - KM
KM-09198,Revenue
KM-09199,Revenue
KM-09199,Agriculture - KM
KM-09200,Revenue
KM-09201,Agriculture - KM
KM-09201,SERP-MKSP
KM-09202,Revenue
KM-09203,Revenue
KM-09204,Agriculture - KM
KM-09205,Revenue
KM-09206,Revenue
KM-09207,Revenue
KM-09208,Marketing
KM-09209,Horticulture
KM-09209,SERP-MKSP
KM-09210,Horticulture
KM-09211,Revenue
KM-09212,Revenue
KM-09213,Agriculture - KM
KM-09213,SERP-MKSP
KM-09214,Revenue
KM-09215,Agriculture - KM
KM-09216,Revenue
KM-09217,Revenue
KM-09219,Animal Husbandary & Veternary
KM-09220,Horticulture
KM-09221,Horticulture
KM-09221,SERP-MKSP
KM-09222,Marketing
KM-09223,Revenue
KM-09224,Agriculture - KM
KM-09225,Horticulture
KM-09226,Agriculture - KM
KM-09227,Marketing
KM-09228,Revenue
KM-09229,Agriculture - KM
KM-09230,Revenue
KM-09231,Revenue
KM-09232,Banking
KM-09233,SERP-MKSP
KM-09233,Horticulture
KM-09234,Revenue
KM-09235,Agriculture - KM
KM-09236,Horticulture
KM-09237,Revenue
KM-09238,Revenue
KM-09239,Agriculture - KM
KM-09240,Revenue
KM-09241,Marketing
KM-09242,Revenue
KM-09243,Revenue
KM-09244,Revenue
KM-09245,Revenue
KM-09248,Agriculture - KM
KM-09249,Agriculture - KM
KM-09250,Agriculture - KM
KM-09250,SERP-MKSP
KM-09251,Marketing
KM-09252,Agriculture - KM
KM-09253,Agriculture - KM
KM-09254,Revenue
KM-09255,Agriculture - KM
KM-09257,Revenue
KM-09258,Agriculture - KM
KM-09258,SERP-MKSP
KM-09259,Marketing
KM-09260,Department not mapped
KM-09261,Agriculture - KM
KM-09262,Agriculture - KM
KM-09263,Agriculture - KM
KM-09264,Revenue
KM-09265,Revenue
KM-09266,Agriculture - KM
KM-09267,Marketing
KM-09268,Agriculture - KM
KM-09269,Agriculture - KM
KM-09270,Agriculture - KM
KM-09271,Agriculture - KM
KM-09272,Revenue
KM-09273,Agriculture - KM
KM-09274,Revenue
KM-09275,Agriculture - KM
KM-09277,Revenue
KM-09278,Revenue
KM-09279,Revenue
KM-09280,Agriculture - KM
KM-09281,BC Corporation
KM-09282,BC Corporation
KM-09283,Revenue
KM-09284,Rural Development
KM-09285,Rural Development
KM-09286,Revenue
KM-09287,Agriculture - KM
KM-09288,Marketing
KM-09289,Agriculture - KM
KM-09290,Agriculture - KM
KM-09291,Agriculture - KM
KM-09292,Marketing
KM-09293,Revenue
KM-09294,Agriculture - KM
KM-09295,Revenue
KM-09296,Revenue
KM-09297,Agriculture - KM
KM-09298,Marketing
KM-09299,Marketing
KM-09300,Marketing
KM-09301,Revenue
KM-09302,Horticulture
KM-09302,SERP-MKSP
KM-09303,Revenue
KM-09305,Agriculture - KM
KM-09306,Markfed
KM-09307,Revenue
KM-09308,Agriculture - KM
KM-09309,Horticulture
KM-09309,SERP-MKSP
KM-09310,Agriculture - KM
KM-09311,Agriculture - KM
KM-09313,Marketing
KM-09314,Agriculture - KM
KM-09315,Revenue
KM-09316,Revenue
KM-09317,Agriculture - KM
KM-09318,Revenue
KM-09319,Revenue
KM-09320,Marketing
KM-09321,Revenue
KM-09322,Agriculture - KM
KM-09323,Electricity
KM-09325,Revenue
KM-09326,Rural Development
KM-09327,Revenue
KM-09328,Revenue
KM-09329,Revenue
KM-09330,Agriculture - KM
KM-09331,Revenue
KM-09332,Revenue
KM-09334,Fisheries
KM-09335,Revenue
KM-09336,BC Corporation
KM-09337,Agriculture - KM
KM-09338,HACA (Hyd Agri Coop Assn)
KM-09339,Agriculture - KM
KM-09340,Agriculture - KM
KM-09341,Revenue
KM-09342,SERP-MKSP
KM-09343,Revenue
KM-09344,Electricity
KM-09345,Agriculture - KM
KM-09346,Agriculture - KM
KM-09347,Revenue
KM-09348,Agriculture - KM
KM-09349,Revenue
KM-09350,Agriculture - KM
KM-09351,Revenue
KM-09352,Agriculture - KM
KM-09353,Marketing
KM-09354,Electricity
KM-09355,Revenue
KM-09356,Marketing
KM-09357,Agriculture - KM
KM-09358,Marketing
KM-09360,Revenue
KM-09361,Revenue
KM-09362,Revenue
KM-09364,Rural Development
KM-09365,Agriculture - KM
KM-09366,Agriculture - KM
KM-09367,Revenue
KM-09368,Revenue
KM-09369,Agriculture - KM
KM-09370,Marketing
KM-09371,Horticulture
KM-09372,Revenue
KM-09373,Revenue
KM-09374,Agriculture - KM
KM-09375,Agriculture - KM
KM-09376,Agriculture - KM
KM-09377,Revenue
KM-09378,Agriculture - KM
KM-09379,Revenue
KM-09380,Revenue
KM-09381,Agriculture - KM
KM-09382,Revenue
KM-09383,Agriculture - KM
KM-09384,Revenue
KM-09385,Horticulture
KM-09385,SERP-MKSP
KM-09386,Horticulture
KM-09387,Revenue
KM-09388,Agriculture - KM
KM-09389,SERP-MKSP
KM-09390,Marketing
KM-09391,Marketing
KM-09392,Marketing
KM-09393,SERP-MKSP
KM-09394,Marketing
KM-09395,Agriculture - KM
KM-09396,Rural Development
KM-09397,Agriculture - KM
KM-09397,SERP-MKSP
KM-09398,Horticulture
KM-09398,SERP-MKSP
KM-09399,Agriculture - KM
KM-09400,Revenue
KM-09401,Revenue
KM-09402,SERP-MKSP
KM-09403,Agriculture - KM
KM-09404,HACA (Hyd Agri Coop Assn)
KM-09405,HACA (Hyd Agri Coop Assn)
KM-09406,Revenue
KM-09407,Revenue
KM-09408,Revenue
KM-09409,SERP-MKSP
KM-09410,SERP-MKSP
KM-09411,Revenue
KM-09412,Agriculture - KM
KM-09413,Agriculture - KM
KM-09414,Horticulture
KM-09414,Agriculture - KM
KM-09415,Revenue
KM-09416,Agriculture - KM
KM-09417,Agriculture - KM
KM-09418,Agriculture - KM
KM-09419,Horticulture
KM-09419,SERP-MKSP
KM-09420,Marketing
KM-09421,SERP-MKSP
KM-09422,SERP-MKSP
KM-09423,Revenue
KM-09424,Marketing
KM-09425,Marketing
KM-09426,Revenue
KM-09427,Revenue
KM-09428,Medical Dept.
KM-09429,Revenue
KM-09430,Revenue
KM-09431,Revenue
KM-09433,Agriculture - KM
KM-09435,Revenue
KM-09436,Revenue
KM-09437,Horticulture
KM-09437,SERP-MKSP
KM-09438,Revenue
KM-09439,Revenue
KM-09440,Agriculture - KM
KM-09442,Agriculture - KM
KM-09443,Agriculture - KM
KM-09444,Agriculture - KM
KM-09445,Revenue
KM-09446,Animal Husbandary & Veternary
KM-09447,Marketing
KM-09448,Agriculture - KM
KM-09449,Marketing
KM-09450,Marketing
KM-09451,Marketing
KM-09453,Horticulture
KM-09453,ITDA Department
KM-09455,Agriculture - KM
KM-09456,Electricity
KM-09458,Agriculture - KM
KM-09459,Agriculture - KM
KM-09460,Marketing
KM-09461,Revenue
KM-09462,Revenue
KM-09463,Agriculture - KM
KM-09464,Revenue
KM-09466,Agriculture - KM
KM-09467,Agriculture - KM
KM-09468,Revenue
KM-09469,Markfed
KM-09470,Electricity
KM-09471,Agriculture - KM
KM-09472,Marketing
KM-09473,Revenue
KM-09474,Agriculture - KM
KM-09475,Revenue
KM-09476,Agriculture - KM
KM-09477,Revenue
KM-09478,Electricity
KM-09479,Revenue
KM-09480,ITDA Department
KM-09481,Revenue
KM-09482,Agriculture - KM
KM-09483,Animal Husbandary & Veternary
KM-09484,Horticulture
KM-09486,Agriculture - KM
KM-09487,Revenue
KM-09488,Agriculture - KM
KM-09489,Agriculture - KM
KM-09490,HACA (Hyd Agri Coop Assn)
KM-09491,Revenue
KM-09493,Horticulture
KM-09494,Agriculture - KM
KM-09495,Agriculture - KM
KM-09496,Agriculture - KM
KM-09497,Marketing
KM-09498,Electricity
KM-09499,Rural Development
KM-09502,Agriculture - KM
KM-09503,Revenue
KM-09504,Revenue
KM-09505,Revenue
KM-09506,Agriculture - KM
KM-09507,Agriculture - KM
KM-09508,Revenue
KM-09509,Agriculture - KM
KM-09510,Agriculture - KM
KM-09511,Agriculture - KM
KM-09511,SERP-MKSP
KM-09512,HACA (Hyd Agri Coop Assn)
KM-09513,Agriculture - KM
KM-09514,Agriculture - KM
KM-09515,Revenue
KM-09516,Agriculture - KM
KM-09517,HACA (Hyd Agri Coop Assn)
KM-09518,Revenue
KM-09519,HACA (Hyd Agri Coop Assn)
KM-09520,Revenue
KM-09521,Revenue
KM-09522,Horticulture
KM-09522,SERP-MKSP
KM-09523,Agriculture - KM
KM-09524,Marketing
KM-09525,Revenue
KM-09526,Agriculture - KM
KM-09527,Agriculture - KM
KM-09528,Revenue
KM-09529,Agriculture - KM
KM-09529,SERP-MKSP
KM-09530,Revenue
KM-09531,Rural Development
KM-09532,Revenue
KM-09533,Marketing
KM-09534,Agriculture - KM
KM-09535,Agriculture - KM
KM-09536,Agriculture - KM
KM-09537,Agriculture - KM
KM-09538,Banking
KM-09540,Agriculture - KM
KM-09541,Revenue
KM-09543,Revenue
KM-09543,Forest
KM-09544,Revenue
KM-09545,Revenue
KM-09547,Horticulture
KM-09548,Agriculture - KM
KM-09549,Agriculture - KM
KM-09550,Agriculture - KM
KM-09551,Agriculture - KM
KM-09552,Agriculture - KM
KM-09553,Horticulture
KM-09554,Revenue
KM-09555,Agriculture - KM
KM-09557,Agriculture - KM
KM-09558,Revenue
KM-09560,Revenue
KM-09563,Revenue
KM-09565,SERP-MKSP
KM-09565,Horticulture
KM-09566,Agriculture - KM
KM-09567,Agriculture - KM
KM-09570,Electricity
KM-09571,Revenue
KM-09572,Agriculture - KM
KM-09573,Agriculture - KM
KM-09574,Agriculture - KM
KM-09575,Agriculture - KM
KM-09576,Horticulture
KM-09577,Horticulture
KM-09578,Agriculture - KM
KM-09579,Horticulture
KM-09580,Revenue
KM-09581,Revenue
KM-09582,Agriculture - KM
KM-09583,Revenue
KM-09584,Horticulture
KM-09585,Revenue
KM-09586,Revenue
KM-09587,Revenue
KM-09588,Agriculture - KM
KM-09589,Revenue
KM-09589,ITDA Department
KM-09590,Revenue
KM-09591,Electricity
KM-09592,Revenue
KM-09593,Agriculture - KM
KM-09594,Revenue
KM-09595,Revenue
KM-09596,Revenue
KM-09597,Revenue
KM-09598,Revenue
KM-09601,ITDA Department
KM-09601,Revenue
KM-09602,Marketing
KM-09603,Horticulture
KM-09604,Agriculture - KM
KM-09606,Agriculture - KM
KM-09607,Electricity
KM-09608,Agriculture - KM
KM-09609,Agriculture - KM
KM-09610,Revenue
KM-09611,Revenue
KM-09612,Revenue
KM-09615,Revenue
KM-09616,Agriculture - KM
KM-09618,Electricity
KM-09619,Revenue
KM-09620,Revenue
KM-09621,Agriculture - KM
KM-09622,Revenue
KM-09623,Marketing
KM-09624,BC Corporation
KM-09625,Revenue
KM-09626,Revenue
KM-09628,Revenue
KM-09629,Revenue
KM-09631,Agriculture - KM
KM-09632,Horticulture
KM-09633,Agriculture - KM
KM-09634,Revenue
KM-09635,SERP-MKSP
KM-09637,Revenue
KM-09638,Revenue
KM-09639,Revenue
KM-09640,Marketing
KM-09641,Revenue
KM-09642,Agriculture - KM
KM-09644,Agriculture - KM
KM-09645,Revenue
KM-09646,Electricity
KM-09647,Marketing
KM-09649,Electricity
KM-09650,Agriculture - KM
KM-09651,RWS department
KM-09654,Revenue
KM-09656,Marketing
KM-09657,Marketing
KM-09658,Agriculture - KM
KM-09659,Marketing
KM-09661,Markfed
KM-09663,Agriculture - KM
KM-09664,Banking
KM-09665,Revenue
KM-09666,Revenue
KM-09667,Marketing
KM-09668,Marketing
KM-09671,Other
KM-09673,Revenue
KM-09674,Agriculture - KM
KM-09674,Electricity
KM-09677,Electricity
KM-09678,Revenue
KM-09679,Revenue
KM-09680,Marketing
KM-09681,Revenue
KM-09682,Marketing
KM-09683,Agriculture - KM
KM-09684,Agriculture - KM
KM-09685,SERP-MKSP
KM-09686,Agriculture - KM
KM-09687,Agriculture - KM
KM-09688,Agriculture - KM
KM-09689,Revenue
KM-09690,Marketing
KM-09691,Revenue
KM-09692,Agriculture - KM
KM-09694,Agriculture - KM
KM-09694,SERP-MKSP
KM-09695,Marketing
KM-09696,Agriculture - KM
KM-09697,Revenue
KM-09698,Marketing
KM-09699,Marketing
KM-09700,Revenue
KM-09701,Agriculture - KM
KM-09701,SERP-MKSP
KM-09702,Banking
KM-09703,Marketing
KM-09704,Agriculture - KM
KM-09705,Agriculture - KM
KM-09705,SERP-MKSP
KM-09706,Revenue
KM-09707,Revenue
KM-09708,Electricity
KM-09709,Revenue
KM-09710,Revenue
KM-09711,Revenue
KM-09713,Agriculture - KM
KM-09714,Electricity
KM-09715,Revenue
KM-09716,Marketing
KM-09717,Revenue
KM-09718,Revenue
KM-09720,Rural Development
KM-09721,Rural Development
KM-09722,Marketing
KM-09723,Revenue
KM-09724,Agriculture - KM
KM-09725,Revenue
KM-09727,Animal Husbandary & Veternary
KM-09727,BC Corporation
KM-09728,Revenue
KM-09730,Agriculture - KM
KM-09731,Agriculture - KM
KM-09732,Revenue
KM-09733,Revenue
KM-09734,Kisan Mitra Help Line
KM-09736,Revenue
KM-09737,Revenue
KM-09738,Agriculture - KM
KM-09740,Horticulture
KM-09741,Department not mapped
KM-09742,HACA (Hyd Agri Coop Assn)
KM-09743,Marketing
KM-09744,Agriculture - KM
KM-09745,Marketing
KM-09746,Agriculture - KM
KM-09747,Revenue
KM-09748,Marketing
KM-09749,Revenue
KM-09750,Marketing
KM-09752,Banking
KM-09753,Revenue
KM-09754,Agriculture - KM
KM-09755,Insurance
KM-09756,Agriculture - KM
KM-09757,Revenue
KM-09759,Banking
KM-09761,Revenue
KM-09762,Revenue
KM-09763,Banking
KM-09764,Agriculture - KM
KM-09765,Insurance
KM-09766,Agriculture - KM
KM-09768,Agriculture - KM
KM-09769,Agriculture - KM
KM-09770,Agriculture - KM
KM-09771,ITDA Department
KM-09772,Animal Husbandary & Veternary
KM-09773,Revenue
KM-09774,Horticulture
KM-09775,Marketing
KM-09776,Agriculture - KM
KM-09777,Revenue
KM-09778,Rural Development
KM-09779,Revenue
KM-09780,Agriculture - KM
KM-09781,Agriculture - KM
KM-09782,Horticulture
KM-09783,Revenue
KM-09784,Revenue
KM-09785,Agriculture - KM
KM-09786,Marketing
KM-09787,Revenue
KM-09788,Revenue
KM-09789,Revenue
KM-09790,Agriculture - KM
KM-09790,SERP-MKSP
KM-09791,SERP-MKSP
KM-09792,Marketing
KM-09793,Revenue
KM-09794,Agriculture - KM
KM-09795,Revenue
KM-09796,Agriculture - KM
KM-09797,Marketing
KM-09800,Agriculture - KM
KM-09801,Agriculture - KM
KM-09802,Revenue
KM-09803,Agriculture - KM
KM-09804,Marketing
KM-09805,Banking
KM-09806,Department not mapped
KM-09807,Revenue
KM-09808,Revenue
KM-09809,Agriculture - KM
KM-09809,SERP-MKSP
KM-09810,Agriculture - KM
KM-09812,Agriculture - KM
KM-09813,SERP-MKSP
KM-09814,Agriculture - KM
KM-09815,Agriculture - KM
KM-09816,Agriculture - KM
KM-09817,Marketing
KM-09818,Revenue
KM-09819,Revenue
KM-09820,Marketing
KM-09821,Agriculture - KM
KM-09822,Agriculture - KM
KM-09823,Agriculture - KM
KM-09824,Agriculture - KM
KM-09826,Agriculture - KM
KM-09827,Department not mapped
KM-09828,Revenue
KM-09829,Banking
KM-09831,Other
KM-09832,Revenue
KM-09833,Agriculture - KM
KM-09834,Agriculture - KM
KM-09835,Agriculture - KM
KM-09836,Agriculture - KM
KM-09837,Agriculture - KM
KM-09839,Marketing
KM-09841,Marketing
KM-09842,Agriculture - KM
KM-09843,Revenue
KM-09844,Marketing
KM-09845,Revenue
KM-09846,Marketing
KM-09848,Agriculture - KM
KM-09849,Revenue
KM-09851,Marketing
KM-09852,Revenue
KM-09853,SERP-MKSP
KM-09853,Agriculture - KM
KM-09856,Revenue
KM-09857,ITDA Department
KM-09858,Marketing
KM-09859,Revenue
KM-09860,SERP-MKSP
KM-09861,SERP-MKSP
KM-09862,Electricity
KM-09863,SERP-MKSP
KM-09863,Agriculture - KM
KM-09864,Department not mapped
KM-09865,Agriculture - KM
KM-09866,Agriculture - KM
KM-09867,Revenue
KM-09868,Electricity
KM-09869,Agriculture - KM
KM-09870,Electricity
KM-09871,Agriculture - KM
KM-09871,SERP-MKSP
KM-09872,Marketing
KM-09873,Agriculture - KM
KM-09874,Revenue
KM-09875,Revenue
KM-09876,Revenue
KM-09877,Revenue
KM-09879,Markfed
KM-09880,Agriculture - KM
KM-09882,Agriculture - KM
KM-09883,Marketing
KM-09884,Revenue
KM-09885,Revenue
KM-09886,Revenue
KM-09887,Agriculture - KM
KM-09887,SERP-MKSP
KM-09888,Horticulture
KM-09889,SERP-MKSP
KM-09890,Agriculture - KM
KM-09892,Agriculture - KM
KM-09893,Agriculture - KM
KM-09894,Agriculture - KM
KM-09895,Revenue
KM-09896,Revenue
KM-09897,Agriculture - KM
KM-09898,Marketing
KM-09899,Revenue
KM-09900,Agriculture - KM
KM-09901,Agriculture - KM
KM-09904,Agriculture - KM
KM-09905,Agriculture - KM
KM-09906,Revenue
KM-09908,Revenue
KM-09909,Revenue
KM-09910,Agriculture - KM
KM-09911,Revenue
KM-09912,Marketing
KM-09914,Revenue
KM-09915,Agriculture - KM
KM-09917,Marketing
KM-09918,Agriculture - KM
KM-09919,Agriculture - KM
KM-09921,Electricity
KM-09922,Agriculture - KM
KM-09924,Agriculture - KM
KM-09925,Agriculture - KM
KM-09926,Agriculture - KM
KM-09927,Agriculture - KM
KM-09928,Agriculture - KM
KM-09929,Marketing
KM-09930,Revenue
KM-09932,Revenue
KM-09935,Agriculture - KM
KM-09935,SERP-MKSP
KM-09936,Marketing
KM-09937,SERP-MKSP
KM-09938,Agriculture - KM
KM-09939,Marketing
KM-09940,Marketing
KM-09941,Agriculture - KM
KM-09942,Revenue
KM-09943,Agriculture - KM
KM-09945,Agriculture - KM
KM-09946,Revenue
KM-09947,Agriculture - KM
KM-09948,Revenue
KM-09949,Revenue
KM-09950,Agriculture - KM
KM-09951,Agriculture - KM
KM-09952,Agriculture - KM
KM-09953,Revenue
KM-09954,SERP-MKSP
KM-09955,Agriculture - KM
KM-09956,Agriculture - KM
KM-09957,Banking
KM-09958,Agriculture - KM
KM-09959,Department not mapped
KM-09960,Revenue
KM-09961,Agriculture - KM
KM-09962,Revenue
KM-09963,Revenue
KM-09964,Agriculture - KM
KM-09965,Marketing
KM-09966,Agriculture - KM
KM-09967,Agriculture - KM
KM-09968,Revenue
KM-09971,Marketing
KM-09972,Irrigation
KM-09973,Revenue
KM-09974,Agriculture - KM
